epoch,total_loss,data_loss,boundary_loss,pde_loss,u_l2_error,k_l2_error,learning_rate
1,188.54326904296875,0.1430826324224472,0.09526131510734558,82.35443817138672,0.5674183964729309,0.4986794888973236,"tensor(0.0010, device='cuda:0', grad_fn=<MulBackward0>)"
2,175.64371215820313,0.10739761292934417,0.10603812158107757,77.15006958007812,0.44496819376945496,0.2568226754665375,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
3,110.29847702026368,0.05857378751039505,0.10786439448595048,46.82732948303223,0.27237293124198914,0.6979485750198364,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
4,22.339743537902834,0.04304988294839859,0.0482105615735054,6.606849541664124,0.3491300344467163,1.1677985191345215,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
5,9.8232230758667,0.048866940885782244,0.0349888376891613,0.7188225901126861,0.34525066614151,1.1444897651672363,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
6,8.32191577911377,0.04653304859995842,0.031142932549118995,0.2771588683128357,0.3190067708492279,0.9285958409309387,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
7,6.881484069824219,0.03710274502635002,0.025716937854886057,0.2997578924894333,0.277285099029541,0.6885215640068054,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
8,5.246333866119385,0.027201779037714004,0.019333677776157857,0.29639412701129914,0.22595228254795074,0.48198655247688293,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
9,3.556540470123291,0.017642310932278634,0.012992075905203819,0.24655089020729065,0.1701854020357132,0.310610830783844,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
10,1.9962720251083375,0.009311564732342958,0.006959393247961998,0.18458811640739442,0.10863946378231049,0.2259807586669922,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
11,0.9845113182067871,0.004145454941317439,0.00269714477006346,0.1501256701350212,0.07022830843925476,0.2393210083246231,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
12,0.6215485143661499,0.0026179222203791142,0.0009304385434370488,0.13335621893405913,0.0659562349319458,0.26353761553764343,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
13,0.5173770439624786,0.0024690347723662852,0.00045599947683513166,0.11243680894374847,0.06404642015695572,0.2700861692428589,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
14,0.4592780780792236,0.002487975358963013,0.0003795161377638578,0.08626446515321731,0.06267313659191132,0.27091464400291443,"tensor(0.0010, device='cuda:0', grad_fn=<FillBackward3>)"
