epoch,total_loss,data_loss,boundary_loss,pde_loss,u_l2_error,k_l2_error,learning_rate
1,907.3889322916667,0.13624654250840346,0.2032415208746291,81.89415156046549,0.3172794282436371,0.471200555562973,0.001
2,287.93007434209187,0.023508021297554176,0.10929001503560963,26.52470620175203,0.06588674336671829,0.2177828848361969,0.001
3,8.83776718378067,0.004417574421192209,0.014037994000439842,0.5225180482491851,0.04205213114619255,0.21606284379959106,0.001
4,1.5389848947525024,0.0017390220348412792,0.003996440830330054,0.026982979802414774,0.04384787380695343,0.2296750843524933,0.001
5,1.1120975454648336,0.001693397380101184,0.0019250404594155649,0.00728948024722437,0.04674682766199112,0.2391842007637024,0.001
6,1.0808598558108011,0.0017625609606814882,0.0013563652251226206,0.0063942847462991875,0.04741236940026283,0.24106353521347046,0.001
7,1.0752142548561097,0.0017631291217791538,0.0013280780132239065,0.006084188586100936,0.047337379306554794,0.2406350076198578,0.001
8,1.0710681120554606,0.0017582459724508226,0.0013378014671616256,0.005816499190405011,0.04719448834657669,0.24024657905101776,0.001
9,1.0660919745763142,0.001754126852999131,0.0013392587075941264,0.00551026682369411,0.04720301553606987,0.24017256498336792,0.001
10,1.0612747430801392,0.0017529169330373407,0.0013281171442940832,0.005200456206997235,0.04725833237171173,0.2399100512266159,0.001
11,1.0572805484135945,0.001749096775893122,0.0013274857347520689,0.004998358773688475,0.047121260315179825,0.23978854715824127,0.001
12,1.0525421023368835,0.0017468328626515965,0.0013189848163165153,0.0047227189255257445,0.04689402133226395,0.2397153079509735,0.001
13,1.048604965209961,0.0017434468260034918,0.001315967715345323,0.004528478463180363,0.04722585156559944,0.23931880295276642,0.001
14,1.0456601103146872,0.001740450020103405,0.0013115565991029144,0.004427944868803024,0.046820662915706635,0.23953871428966522,0.001
15,1.0404810905456543,0.0017381599250560005,0.0013019942096434533,0.004120170053405066,0.04682504013180733,0.23887601494789124,0.001
16,1.036463745435079,0.001734706002753228,0.001296973826053242,0.003941335373868545,0.04656296595931053,0.23886068165302277,0.001
17,1.0322701017061868,0.0017314141499809922,0.001292732129028688,0.0037289801441753906,0.04667612537741661,0.23881427943706512,0.001
18,1.0293214480082193,0.0017292623679774502,0.0012839585193432867,0.003629440333073338,0.04597504809498787,0.2385963648557663,0.001
19,1.0254231015841166,0.0017242029309272767,0.0012848421310385069,0.003483742141785721,0.04661032184958458,0.23841817677021027,0.001
20,1.2321538090705872,0.0020697020459920167,0.0016351100738878207,0.0033791799331083896,0.06481197476387024,0.23574264347553253,0.001
21,1.1786278367042542,0.0019421292507710555,0.0017371129523477671,0.003385191084817052,0.0509607270359993,0.23765696585178375,0.001
22,1.0241178353627522,0.0017278058027538161,0.0012765460414811969,0.0032560330349951983,0.046937596052885056,0.23759044706821442,0.001
23,1.0118705749511718,0.0017112964182160796,0.0012515148574796817,0.0031070873606950044,0.046343617141246796,0.2373601496219635,0.001
24,1.0413616100947063,0.0017533046969523032,0.0013448008083893606,0.00302291763946414,0.06469506025314331,0.23848672211170197,0.001
25,1.2673305551211038,0.002116889844182879,0.0017826869907670091,0.00306169375932465,0.04366568848490715,0.23550458252429962,0.001
26,1.012412279844284,0.001710166153497994,0.0012830796787360063,0.0029021238752951223,0.045610930770635605,0.23639167845249176,0.001
27,1.0016730686028799,0.0017003641774257024,0.0012288028975793472,0.002861069026403129,0.04500492662191391,0.2361091524362564,0.001
28,1.2332794547080994,0.0020674789207987486,0.0017099321554269408,0.0028546771112208567,0.04688431695103645,0.23492640256881714,0.001
29,1.0714638849099478,0.0017985686426982284,0.0014449462794194309,0.002768493335073193,0.04587758705019951,0.2354332059621811,0.001
30,0.9914434731006623,0.001688083385427793,0.0012024430752110979,0.0027157477956886093,0.04455970972776413,0.23528948426246643,0.001
31,0.9885565539201101,0.001682378180945913,0.0012105337479927888,0.002631408185698092,0.04519740864634514,0.23509912192821503,0.001
32,1.1369978388150532,0.0019329096772707998,0.00144366491628413,0.0026176499746118982,0.07578577101230621,0.23135200142860413,0.001
33,1.2332401057084401,0.0020426138614614803,0.0018564660901271661,0.002628657539996008,0.04537765309214592,0.23381683230400085,0.001
34,0.9834811091423035,0.0016779575613327324,0.0011937111092265695,0.0025131221239765487,0.0455152653157711,0.23437005281448364,0.001
35,0.9722573598225911,0.001661067622868965,0.0011671056466487546,0.002501298494947453,0.04474305361509323,0.2336551398038864,0.001
36,0.9683946192264556,0.001657075392237554,0.0011613790411502123,0.002371902329226335,0.04479239135980606,0.23356853425502777,0.001
37,0.9652105093002319,0.00165325472674643,0.0011547313382228215,0.0023110014231254657,0.04437060281634331,0.2334975004196167,0.001
38,1.3323712786038717,0.0022405306925065817,0.0018840750327096126,0.0023698425269685687,0.05403801053762436,0.2290799766778946,0.001
39,1.0520678400993346,0.0017639229423366486,0.0014722359002917074,0.0022882779284069937,0.04533135145902634,0.23290793597698212,0.001
40,0.9561366518338521,0.0016455488163046538,0.001111840755523493,0.0022178172754744687,0.043690089136362076,0.232010617852211,0.001
41,0.9497571567694346,0.0016318468765045206,0.0011224413678670923,0.0021589582863574225,0.04356149584054947,0.23197533190250397,0.001
42,0.9459821283817291,0.0016284648794680835,0.0011104785177546244,0.002070183000372102,0.043761443346738815,0.23157519102096558,0.001
43,0.9425749739011129,0.00162393554734687,0.0011062514541360239,0.0019982053781859577,0.04429810866713524,0.23155447840690613,0.001
44,0.9404370605945587,0.0016233814919056992,0.0010938492584197472,0.0019361385998005669,0.042317043989896774,0.23066850006580353,0.001
45,1.1575879851977031,0.0019567176738443473,0.0016019561220673496,0.0019033545550579825,0.058367375284433365,0.23101399838924408,0.001
46,0.9731656769911449,0.001672763761598617,0.0011808625208990027,0.0018697551956089835,0.044060301035642624,0.23060879111289978,0.001
47,0.9294952074686686,0.0016081316280178726,0.001064912868120397,0.0018938111995036404,0.04321331903338432,0.22956877946853638,0.001
48,0.9233077347278595,0.0015976636437699198,0.0010570881344998877,0.0018767092066506545,0.042818643152713776,0.2296389788389206,0.001
49,0.9210444668928782,0.0015989207817862431,0.001047095590426276,0.0016874515373880665,0.04105536639690399,0.22863496840000153,0.001
50,1.1178180932998658,0.0018994136558224757,0.0015045728307692722,0.0017653979943133891,0.04076594114303589,0.22695361077785492,0.001
51,0.9258009950319926,0.0016024116038655242,0.0010763694706838578,0.0016958248646308978,0.0432063527405262,0.2286415547132492,0.001
52,0.9042885959148407,0.001574810229552289,0.0010133248618027816,0.0015550994935135047,0.04182492569088936,0.22788146138191223,0.001
53,0.9003460903962454,0.0015703770720089476,0.0010018523898907006,0.0014972318895161152,0.040482837706804276,0.22726912796497345,0.001
54,0.9608390629291534,0.001669641238792489,0.0011158464018080848,0.0014433801989071071,0.04684935882687569,0.22468437254428864,0.001
55,0.9728728036085764,0.0016745609813369811,0.001219133620422023,0.0013678955535093944,0.040559977293014526,0.2264149934053421,0.001
56,0.8871188223361969,0.001553103564462314,0.0009751143244405587,0.0013055608219777544,0.040980447083711624,0.2260250300168991,0.001
57,0.8779572427272797,0.0015391005474763612,0.0009586604603100568,0.0012540917630152156,0.041312333196401596,0.22584305703639984,0.001
58,0.9542594452699026,0.0016537934696922699,0.0011527515005582245,0.0012087562800540278,0.0663595199584961,0.22759592533111572,0.001
59,0.9699439068635305,0.0016848570046325525,0.001157654276539688,0.0011749976023565979,0.039028819650411606,0.22427964210510254,0.001
60,0.8632521510124207,0.0015195550591063996,0.0009240560738059382,0.0011069009061126659,0.04108815640211105,0.22409702837467194,0.001
61,0.8546540816624959,0.0015075348550453783,0.0009030481257165471,0.0010581838568517318,0.04046709090471268,0.2234291136264801,0.001
62,0.8479991674423217,0.0014986271775948505,0.0008848104334902018,0.0010204543204357227,0.03930230438709259,0.22292062640190125,0.001
63,0.8624441186587016,0.001524261113566657,0.0009089455910725519,0.0009419002609016995,0.0389554463326931,0.22111737728118896,0.001
64,0.8940952936808269,0.0015652188293946287,0.0010245866200421006,0.0009027219435665757,0.041143011301755905,0.22230195999145508,0.001
65,0.8335665782292684,0.0014818769025926788,0.0008432238129898906,0.0008305741493434955,0.03751874715089798,0.22084851562976837,0.001
66,0.8224801639715831,0.001462354677884529,0.0008324132514341424,0.000806150387506932,0.03790777176618576,0.2203570306301117,0.001
67,0.923930577437083,0.0016218532730514804,0.001051943465184498,0.0007809587734906624,0.03672708570957184,0.21814025938510895,0.001
68,0.8288420001665752,0.0014669276347073416,0.0008795235024687524,0.0007425834308378398,0.03950513154268265,0.21999260783195496,0.001
69,0.7976667126019795,0.0014277725170056025,0.000767448548382769,0.0007035606434025491,0.03678784891963005,0.21892820298671722,0.001
70,0.7879277209440867,0.0014130004293595752,0.0007514096641292174,0.0006286539564219613,0.036939870566129684,0.21829265356063843,0.001
71,0.7800050377845764,0.001401253731455654,0.0007326040746799359,0.0006117757390408466,0.036593616008758545,0.21756196022033691,0.001
72,0.7723053753376007,0.001389958969472597,0.0007149189031527688,0.0005833999312017113,0.03685293719172478,0.21727104485034943,0.001
73,0.7668280959129333,0.0013824789590823154,0.0007063014888747906,0.0004958467655039082,0.03749812766909599,0.21686482429504395,0.001
74,0.8170023043950398,0.001459132790720711,0.0008245390420294522,0.0004981996152006711,0.033600494265556335,0.2148488163948059,0.001
75,0.7500564873218536,0.001357822857486705,0.0006649063725490123,0.00046544244105461985,0.03342421352863312,0.21476450562477112,0.001
76,0.7316787282625834,0.001330029203866919,0.0006248346006032079,0.0004180661509356772,0.0337209589779377,0.21438290178775787,0.001
77,0.7205337186654409,0.0013137646717950701,0.0005954483097108702,0.0004106551515481745,0.032770682126283646,0.21384982764720917,0.001
78,0.7102579494317373,0.0012983456564446291,0.0005733340066702415,0.00037517232703976333,0.03215362876653671,0.21329790353775024,0.001
79,0.6971168120702108,0.001278265891596675,0.0005465517441431681,0.0003328681928299678,0.032504744827747345,0.21310119330883026,0.001
80,0.7132416248321534,0.001300673675723374,0.0005972551647573709,0.0003179276313555116,0.03740089759230614,0.2132951319217682,0.001
81,0.6791897098223368,0.001252322585787624,0.000499583690543659,0.0003070052936285113,0.029610898345708847,0.21203170716762543,0.001
82,0.6523682653903962,0.0012097920329930882,0.00044717176060657946,0.0002755068213446066,0.02850153297185898,0.21206817030906677,0.001
83,0.6336948156356812,0.0011821867199614644,0.0004075488308444619,0.00018465714141105611,0.026296740397810936,0.21229639649391174,0.001
84,0.6308556536833445,0.0011764955280038217,0.0004115113471925724,0.0001456759697854674,0.0242826696485281,0.21364572644233704,0.001
85,0.5853528916835785,0.0011084224291456242,0.0003055680693554071,5.848769299821773e-05,0.023044858127832413,0.21660540997982025,0.001
86,0.5583919028441111,0.0010689665214158595,0.0002350093171116896,4.077114311561066e-05,0.020461756736040115,0.22097985446453094,0.001
87,0.55830051501592,0.001067247047709922,0.00023854012203325208,8.229915814202589e-05,0.01860995590686798,0.22686918079853058,0.001
88,0.5205467581748963,0.0010119940736331046,0.00013776790607759418,7.72930796908137e-05,0.017264485359191895,0.2329113930463791,0.001
89,0.5099566201368968,0.0009970208047889173,0.00010442261994588382,0.00010039611612834657,0.01786581426858902,0.2405550181865692,0.001
90,0.5450331230958303,0.0010431932751089334,0.00021603755582570253,0.00018327230476036978,0.015871470794081688,0.24527454376220703,0.001
91,0.4925678223371506,0.0009707910144546379,5.556411075910243e-05,0.00016159026733172748,0.015198340639472008,0.2504980266094208,0.001
92,0.4867235789696375,0.0009627521872365226,3.6888959220959806e-05,0.000165859312255634,0.014174699783325195,0.2554126977920532,0.001
93,0.48728390435377755,0.0009631516664133717,4.091759462122961e-05,0.00016163087663395952,0.021710850298404694,0.2570761442184448,0.001
94,0.7332616180181504,0.0012942230173697074,0.0008149368097595774,0.0004656421355321072,0.013755010440945625,0.263043612241745,0.001
95,0.4919558475414912,0.0009689066733699292,5.225390548275754e-05,0.00022771186001288395,0.0133839575573802,0.2652905583381653,0.001
96,0.4809004247188568,0.0009541390851760904,1.4575246450476697e-05,0.0002373356866883114,0.013357197865843773,0.26667991280555725,0.001
97,0.4797857582569122,0.0009531930806891372,1.1975315070837192e-05,0.00019916853149576735,0.013319483026862144,0.26783591508865356,0.001
98,0.4793532431125641,0.0009529086431333175,1.0471036072582743e-05,0.00018518171176159134,0.013360539451241493,0.2689570188522339,0.001
99,0.4792497932910919,0.0009527077471526961,9.89100374984749e-06,0.00019068231340497733,0.013276783749461174,0.26959332823753357,0.001
100,0.4791031976540883,0.0009525451886778076,8.990195692604174e-06,0.00019315863319206982,0.013373393565416336,0.27014148235321045,0.001
101,0.5182597905397415,0.001004108447038258,0.0001379483234112892,0.00024107300754015645,0.03708479553461075,0.26555606722831726,0.001
102,0.5886289765437444,0.0010989591324081023,0.0003566834797008293,0.00034810653742169964,0.015136436559259892,0.2739544212818146,0.001
103,0.4820352087418238,0.0009567545862713208,1.9352463798819978e-05,0.0001722665430861525,0.013322089798748493,0.27204325795173645,0.001
104,0.47822254002094267,0.0009522240744748463,6.898182641634776e-06,0.0001420676060661208,0.013165483251214027,0.272562712430954,0.001
105,0.4783352235953013,0.0009524265672856321,7.671554578791984e-06,0.00013547862642250644,0.013223178684711456,0.27289485931396484,0.001
106,0.6039333413044612,0.0011199381027836353,0.00040678127961465786,0.00032861642733526727,0.02002769708633423,0.2801189124584198,0.001
107,0.5201141307751338,0.0010067365171077351,0.00014188012764861923,0.00025578688582754693,0.014394520781934261,0.2750151455402374,0.001
108,0.48025815685590106,0.000954543719611441,1.2760204968268833e-05,0.00017102761630667375,0.013140740804374218,0.27363118529319763,0.001
109,0.47823645373185475,0.0009519296659467121,5.948212930206864e-06,0.00016767967730023278,0.013065177015960217,0.27390411496162415,0.001
110,0.47747587859630586,0.0009515226469375193,5.423495690592972e-06,0.00011722084673237987,0.013112920336425304,0.27372798323631287,0.001
111,0.5267996658881505,0.0010171936727905026,0.00015528333971891092,0.00026744949063868263,0.041776392608881,0.28492528200149536,0.001
112,0.6065494120121002,0.001122323334372292,0.00041901946091608505,0.0003485795132291969,0.013056505471467972,0.2752838730812073,0.001
113,0.4810713013013204,0.0009567604031569014,1.7404304651336132e-05,9.506676869932562e-05,0.013171196915209293,0.27460604906082153,0.001
114,0.4771756490071615,0.0009515146569659313,4.892071765046543e-06,9.291103221282052e-05,0.013186133466660976,0.27443623542785645,0.001
115,0.47669622202714285,0.0009511057403869926,4.384421360252115e-06,7.04912728300163e-05,0.013081957586109638,0.2743322551250458,0.001
116,0.4768734445174535,0.0009513496945146472,5.3398385517766656e-06,6.646171180667201e-05,0.013372190296649933,0.2737221121788025,0.001
117,0.638145657380422,0.0011646156121666233,0.000505594669532646,0.0005278395361528965,0.015491285361349583,0.2760918140411377,0.001
118,0.49662079513072965,0.0009771892936745038,6.518646124504812e-05,0.00015074932950180178,0.013100868090987206,0.2754540741443634,0.001
119,0.4775004774332047,0.0009520508601175,6.6215876302067045e-06,8.128883491735906e-05,0.013079105876386166,0.2751794755458832,0.001
120,0.47628173728783924,0.0009507587819825858,3.884018891161153e-06,5.139449579777041e-05,0.01309218816459179,0.2747936248779297,0.001
121,0.4762218127648036,0.0009507043248352905,3.869008412493713e-06,4.8274980508722364e-05,0.013113632798194885,0.2744444012641907,0.001
122,0.48519217570622764,0.0009624283702578396,3.2863715241167786e-05,6.916256752447225e-05,0.02280496247112751,0.2708783745765686,0.001
123,0.6326973597208659,0.0011575176885041097,0.0004814391138628101,0.0005794603863857143,0.014855919405817986,0.27748507261276245,0.001
124,0.4848352382580439,0.0009610415979598959,2.8599897429633832e-05,0.00014544511674709307,0.013086934573948383,0.2754000425338745,0.001
125,0.4764018396536509,0.0009509589426064242,4.58490226643941e-06,4.638832403240182e-05,0.013047882355749607,0.2747768759727478,0.001
126,0.4759279211362203,0.0009504151530563831,3.60591668595589e-06,3.597464249954404e-05,0.013073728419840336,0.2745632827281952,0.001
127,0.476713631550471,0.0009512634850883235,5.9861695367165645e-06,4.832738941331627e-05,0.013467710465192795,0.2737129330635071,0.001
128,0.6099922736485799,0.0011265209138703843,0.00040590890654736237,0.0006140928251018825,0.02133234776556492,0.27838197350502014,0.001
129,0.4929901679356893,0.0009727130644023418,5.496764871395499e-05,0.00011368702671461506,0.013448772020637989,0.27601173520088196,0.001
